,title,description,price,points,cluster_label,cosine_similarity
67175,Castello di Gabbiano 2012 Riserva  (Chianti Classico),"This opens with aromas of sunbaked earth, mature berry, and a hint of grilled herb. The ripe palate delivers dried black cherry, licorice and a hint of coffee while fine-grained tannins give it a firm finish.",15.0,88,0,0.5159316314171539
57333,Panzanello 2011 Riserva  (Chianti Classico),"Firm and fragrant, this opens with scents of violet, iris, ripe plum and sweet baking spice. The chewy palate delivers dried plum, ripe black cherry, white pepper, anise and clove while fine-grained, polished tannins provide support.",30.0,91,0,0.5156722169180349
85494,Fontodi 2010 Vigna del Sorbo Gran Selezione  (Chianti Classico),"Made with Sangiovese and a dollop of Cabernet Sauvignon—all organically farmed—this opens with aromas of violet, perfumed berry, cake spice and a hint of leather. The rich, concentrated palate doles out crushed black cherry, ripe raspberry, clove, white pepper and savory herb alongside firm, velvety tannins. It closes on a licorice note. Drink 2016–2026.",79.0,94,0,0.5148589199927402
68980,Amantis 2010 Riserva  (Brunello di Montalcino),"Classic Sangiovese aromas of wild berry, blue flower, underbrush and a whiff of new leather emerge on this full-bodied red. The structured elegant palate delivers juicy morello cherry, crushed raspberry, grilled herb, licorice, pipe tobacco and baking spice framed in firm, fine-grained tannins. Drink 2018–2028.",85.0,93,0,0.5144485569479611
110963,SassodiSole 2010 Riserva  (Brunello di Montalcino),"Aromas of black-skinned berry, tilled soil and new leather lead the way. The full-bodied concentrated palate delivers black cherry, tobacco, licorice and a note of black pepper framed in firm, fine-grained tannins. Drink 2018–2025.",90.0,91,0,0.5143721656013652
98086,Beni di Batasiolo 2011 Sovrana  (Barbera d'Alba),"Aromas of scorched earth, mature black-skinned fruit, blue flower, toast and Oriental spice lead the way on this full-bodied wine. The firm palate offers dried black cherry, espresso, licorice and ground pepper set against a backdrop of fine-grained tannins.",23.0,88,0,0.5132769051925317
44865,Col d'Orcia 2007 Poggio al Vento Riserva  (Brunello di Montalcino),"Crushed berry, leather, scorched earth, carob and underbrush are just some of the aromas offered by this powerfully structured Brunello. The ripe, warm palate delivers layers of juicy black cherry, black raspberry, tobacco, clove and grilled herb alongside firm, chewy tannins. Drink 2017–2027.",150.0,94,0,0.513157086715821
36447,Fontanafredda 2015 Raimonda  (Barbera d'Alba),"This opens with intense aromas of violet, ripe dark-skinned berry and baking spice. The bright, succulent palate shows black cherry, crushed raspberry and black pepper alongside fresh acidity and smooth tannins. Enjoy through 2018.",23.0,90,0,0.513041277734818
79338,Pertinace 2010  Barolo,"This straightforward Barolo opens with classic Nebbiolo aromas of black cherry, violet and underbrush. The bright palate offers up dark red cherry, black pepper and licorice alongside firm tannins and brisk acidity. Drink 2018–2028.",40.0,90,0,0.5129964597102011
101395,Enio Ottaviani 2013 Sole Rosso Sangiovese (Romagna),"Aromas of black-skinned berry, tilled soil and cooking spice lead the nose. The savory juicy palate offers ripe black cherry, leather and black pepper alongside polished tannins. Enjoy through 2020.",17.0,89,0,0.5126949141744002
99095,Fattoria Le Pupille 2013  Morellino di Scansano,"This vibrant, sunny wine opens with aromas of blue flower, red berry and a whiff of Mediterranean brush. The elegant palate delivers black cherry, crushed raspberry and hints of white pepper and herbs alongside firm, fine-grained tannins. Enjoy soon to capture the juicy fruit.",20.0,90,0,0.5122752294592889
85810,Rocca di Castagnoli 2013  Chianti Classico,"Made with Sangiovese, 5% Canaiolo and 5% Colorino, this opens with aromas of dark berry, grilled herb, menthol and a whiff of leather. The savory palate doles out juicy cherry, black raspberry, licorice, clove and mocha. Firm but polished tannins and fresh acidity hold it all together. Drink through 2018.",20.0,90,0,0.5117889326254282
110421,Rocca di Castagnoli 2013  Chianti Classico,"Made with Sangiovese, 5% Canaiolo and 5% Colorino, this opens with aromas of dark berry, grilled herb, menthol and a whiff of leather. The savory palate doles out juicy cherry, black raspberry, licorice, clove and mocha. Firm but polished tannins and fresh acidity hold it all together. Drink through 2018.",20.0,90,0,0.5117889326254282
99529,Donatella Cinelli Colombini 2012  Chianti Superiore,"Made with 90% Sangiovese and 10% Canaiolo, this opens with pretty aromas of crushed berry, violet and a whiff of menthol. The juicy palate offers black cherry, white pepper and licorice alongside firm but fine-grained tannins.",25.0,88,0,0.5111294817496728
110285,Donatella Cinelli Colombini 2012  Chianti Superiore,"Made with 90% Sangiovese and 10% Canaiolo, this opens with pretty aromas of crushed berry, violet and a whiff of menthol. The juicy palate offers black cherry, white pepper and licorice alongside firm but fine-grained tannins.",25.0,88,0,0.5111294817496728
64524,Carobbio 2011 Riserva  (Chianti Classico),"Made entirely with Sangiovese, this opens with earthy aromas of underbrush, baked earth, black-skinned berry and a whiff of menthol. The palate delivers black cherry, clove, white pepper, grilled herb and tobacco alongside chewy tannins.",30.0,90,0,0.5110621424538582
38421,Querciabella 2010 Camartina Red (Toscana),"A blend of 70% Cabernet Sauvignon and 30% Sangiovese, this elegantly structured wine opens with aromas of ripe black fruit, cedar, leather and a whiff of exotic spice. The firm palate delivers ripe black cherry, plum, coffee, grilled herb and ground clove alongside firm but polished tannins.",160.0,93,0,0.5110078492198747
98081,Il Falchetto 2013 Lurei  (Barbera d'Asti Superiore),"Fresh and full-bodied, this offers aromas of black-skinned fruit, underbrush and dark cooking spice. The firm palate offers dried black cherry, plum jam and black pepper alongside polished tannins and fresh acidity.",24.0,88,0,0.5108754563735103
7100,Argiolas 2013 I Selis Rosso Superiore  (Monica di Sardegna),"Spicy, structured and fruity, this savory wine opens with aromas of ripe berry and dark cooking spice. The full-bodied palate doles out crushed blackberry, plum, black cherry, ground black pepper and star anise alongside firm, velvety tannins.",30.0,90,0,0.5104035948769858
56150,Luigi Oddero & Figli 2009 Vigna Rionda  (Barolo),"Aromas of underbrush, scorched earth, mature dark berry, menthol and dark baking spice lead the nose. The full-bodied palate delivers dried black cherry, licorice, chewing tobacco and clove while ripe, bracing tannins provide structure. Drink 2019–2029.",132.0,91,0,0.5097029200253584
103165,Franci 2011 Riserva  (Brunello di Montalcino),"This opens with aromas of ripe black-skinned berry, underbrush and leather. The bold concentrated palate offers black cherry, raspberry jam, clove and a hint of licorice. Firm fine-grained tannins provide the framework. Drink 2018–2025.",120.0,91,0,0.5088533107690921
8723,Pala 2014 Silenzi Red (Isola dei Nuraghi),"A savory blend of 40% Sangiovese, 30% Monica and 30% Carignano, this vibrant red offers aromas of ripe black-skinned fruit, tilled soil, leather, cooking spice, carob and violet. The chewy palate delivers ripe black cherry, juicy blackberry, ground clove and dried Mediterranean herb alongside round, enveloping tannins that give it a velvety texture.",15.0,90,0,0.5087905177028171
75470,Castello di Verduno 2012 Massara  (Barolo),"This opens with a classic Nebbiolo nose of blue flower, rose, perfumed berry, new leather, cake spice and a balsamic note. The ripe, juicy palate delivers crushed black cherry, black raspberry, cinnamon, white pepper and clove framed in youthfully assertive tannins. Drink 2018–2027.",60.0,94,0,0.5085557769673859
100231,Podere San Cristoforo 2013 Amaranto  (Maremma Toscana),"This polished red opens with aromas of ripe berry, toasted oak and a whiff of blue flower. The vibrant palate delivers juicy red cherry, crushed raspberry and ground black pepper framed between bright acidity and supple tannins.",20.0,88,0,0.508305637147973
26189,Fattoria di Magliano 2013 Sinarra  (Maremma Toscana),"Made with 100% Sangiovese, this savory red delivers aromas of black cherry, scorched earth and chopped herb. The palate offers crushed blackberry, juicy cherry and black pepper. Fine-grained tannins provide support.",28.0,89,0,0.5082050399274588
21084,Feudo Maccari 2013 Saia Nero d'Avola (Sicilia),"Toast, espresso, black plum and leather aromas open up in the nose. The round, juicy palate delivers ripe black cherry, blackberry, dark cooking spice and a gamy note alongside fine-grained tannins that give it a firm finish.",33.0,90,0,0.5070161933107339
61157,Feudo Maccari 2013 Saia Nero d'Avola (Sicilia),"Toast, espresso, black plum and leather aromas open up in the nose. The round, juicy palate delivers ripe black cherry, blackberry, dark cooking spice and a gamy note alongside fine-grained tannins that give it a firm finish.",33.0,90,0,0.5070161933107339
99867,Valdipiatta 2012  Vino Nobile di Montepulciano,"A blend of Sangiovese and 15% Canaiolo, this chewy wine offers enticing aromas of violet, ripe berry, underbrush and baking spice. The fresh, savory palate doles out fleshy black cherry, licorice, black pepper, clove and tobacco alongside velvety tannins. Enjoy 2016–2020.",31.0,92,0,0.5067318260522893
109550,San Leonino 2011 Monsenese Riserva  (Chianti Classico),"Fragrant and elegantly structured, this poised Sangiovese opens with aromas of pressed violet, wild berry and a whiff of dark baking spice. The palate delivers black cherry, crushed raspberry, white pepper and clove alongside polished tannins.",34.0,90,0,0.5066129305545882
76959,Guido Berta 2015  Barbera d'Asti,"This opens with aromas of red-skinned berry, black plum and baking spice. Reflecting the nose, the bright palate delivers black currant, white pepper and star anise alongside fresh acidity and round tannins. Enjoy through 2019.",16.0,88,0,0.5065717276811903
67031,Vignavecchia 2010 Riserva Odoardo Beccari  (Chianti Classico),"Blue flower, ripe plum, vanilla, underbrush and leather aromas waft out of the glass. The palate delivers black cherry, coffee, toast, black pepper and clove alongside tightly-knit tannins. Drink 2015–2020.",50.0,90,0,0.5063593509338592
42163,Mezzacorona 2007 NOS Riserva  (Teroldego Rotaliano),"Dark and dense, this opens with earthy aromas of underbrush, scorched earth, smoke and ripe black-skinned fruit. The firm palate offers ripe plum, blackberry, black cherry, black pepper and anise alongside velvety tannins.",30.0,90,0,0.5056347421895504
96146,Mezzacorona 2007 NOS Riserva  (Teroldego Rotaliano),"Dark and dense, this opens with earthy aromas of underbrush, scorched earth, smoke and ripe black-skinned fruit. The firm palate offers ripe plum, blackberry, black cherry, black pepper and anise alongside velvety tannins.",30.0,90,0,0.5056347421895504
84774,Fattoria Zerbina 2015 Ceregio Sangiovese (Romagna),"This opens with delicate aromas of black-skinned berry, dark spice and cinnamon. The straightforward palate offers juicy black cherry, clove and a hint of white pepper alongside smooth tannins. Enjoy soon.",10.0,87,0,0.505628955259264
110290,Agricoltori del Chianti Geografico 2012 Contesa di Radda  (Chianti Classico),"Made with Sangiovese and 10% Canaiolo, this offers aromas of ripe red berry, fragrant blue flowers and grilled herb. The straightforward palate delivers dried black cherry, clove, black pepper and a hint of espresso. Fine-grained tannins and fresh acidity make it enjoyable now.",19.0,88,0,0.505504483611402
11881,Toscolo 2010 Riserva  (Chianti Classico),"A blend of 90% Sangiovese, 5% Cabernet Sauvignon and 5% Merlot, this opens with aromas of red currant, cedar and exotic spice. The medium-bodied palate delivers black cherry, peppermint, black pepper and grilled herb alongside firm, fine-grained tannins. Enjoy through 2020.",27.0,90,0,0.5047775759202558
70081,Braida di Giacomo Bologna 2013 Bricco dell'Uccellone  (Barbera d'Asti),"Ground pepper, tilled earth and black-skinned berry aromas all come together on this generous, full-bodied red. The fresh, delicious palate doles out ripe black cherry, black currant, licorice and clove alongside vibrant acidity and polished, fine-grained tannins.",65.0,93,0,0.5041483517533226
65954,Fattoria Torre a Cona 2012 Terre di Cino Sangiovese (Toscana),"Made entirely with Sangiovese, this opens with aromas of black-skinned fruit, underbrush and a whiff of menthol. The lithe palate offers black wild cherry, crushed raspberry and white pepper alongside firm but polished tannins.",29.0,91,0,0.504037750884471
11867,Fattoria Poggerino 2012 Bugialla Riserva  (Chianti Classico),"This 100% Sangiovese opens with aromas of plum, wild berry, grilled herb and a menthol note. The structured palate offers ripe black cherry, mint and ground white pepper alongside firm, fine-grained tannins and fresh acidity. Drink 2016–2020.",45.0,90,0,0.5038558058904752
109565,Fattoria Poggerino 2012 Bugialla Riserva  (Chianti Classico),"This 100% Sangiovese opens with aromas of plum, wild berry, grilled herb and a menthol note. The structured palate offers ripe black cherry, mint and ground white pepper alongside firm, fine-grained tannins and fresh acidity. Drink 2016–2020.",45.0,90,0,0.5038558058904752
115661,Marchesi Antinori 2012 Villa Antinori Riserva  (Chianti Classico),"Made with Sangiovese and 10% Cabernet Sauvignon, this opens with aromas of red berry, plum, violet and whiff of cedar. The elegantly structured, savory palate delivers juicy black cherry, clove, ground pepper and grilled herb alongside fine-grained tannins and fresh acidity. It's well balanced and already accessible.",35.0,91,0,0.5037853525893918
74427,Artimino 2012 Riserva  (Carmignano),"Made of 70% Sangiovese, 20% Cabernet Sauvignon and 10% Merlot, this has dark-skinned berry and herb aromas with a faint whiff of dark spice. The firm palate delivers ripe black cherry, leather and white pepper notes, while close-grained tannins provide the bracing framework. Drink through 2019.",20.0,89,0,0.5025440311962681
30311,Podere Capaccia 2012  Chianti Classico,"Aromas of black-skinned fruit, menthol, blue flowers and spice lead the nose. The fresh palate offers dried black cherry, plum, aromatic herb and clove. It's balanced, with firm, fine-grained tannins and bright acidity.",19.0,89,0,0.502354944440647
28998,Argiolas 2012 Perdera  (Monica di Sardegna),"This opens up with an alluring fragrance of rose, violet, ripe berry and wild herb. The succulent palate delivers juicy raspberry, black cherry, licorice and black pepper alongside lithe tannins. Enjoy soon.",15.0,89,0,0.502304181449438
70502,Fattorie Parri 2012 Tenuta Il Monte  (Chianti),"This medium-bodied red opens with aromas of red berry, tilled earth, underbrush and dried herb. The firm palate doles out black cherry, plum, licorice and crushed mint alongside modest acidity and fine-grained tannins. Drink through 2017.",18.0,88,0,0.501543819409999
99846,Fattorie Parri 2012 Tenuta Il Monte  (Chianti),"This medium-bodied red opens with aromas of red berry, tilled earth, underbrush and dried herb. The firm palate doles out black cherry, plum, licorice and crushed mint alongside modest acidity and fine-grained tannins. Drink through 2017.",18.0,88,0,0.501543819409999
42206,Villa Calcinaia 2012  Chianti Classico,"A blend of Sangiovese and 10% Canaiolo, this opens with aromas of underbrush, red berry, blue flowers and a whiff of tilled soil. The juicy palate doles out fleshy wild cherry, crushed raspberry, white pepper and clove alongside firm, fine-grained tannins. Drink through 2018.",22.0,89,0,0.5012083060376823
10063,Giannoni Fabbri 2010 Amato Syrah (Cortona),"Aromas of mature black fruit, blue flower, kitchen spice and a whiff of aromatic herb lead the nose on this savory wine. The smooth, easygoing palate doles out black cherry, plum, white pepper and a hint of anise alongside fresh acidity and polished tannins. Enjoy now.",13.0,88,0,0.5007758787584653
34066,Scacciadiavoli 2010  Montefalco Rosso,"This blend of Sangiovese, Merlot and Sagrantino is redolent with aromas of ripe black fruit and blue flower, with a whiff of leather. The palate delivers a savory wild cherry flavor, punctuated with white pepper, cinnamon and clove spice. Bracing yet fine tannins are balanced by fresh acidity. Drink 2015–2020.",20.0,89,0,0.5006846969995515
30310,Pieve de' Pitti 2011 Cerretello  (Chianti Superiore),"Black plum, ripe dark berry, dried herb and menthol aromas lead the nose along with a whiff of leather. The firm palate delivers dried black cherry, prune, mocha and orange zest alongside compact tannins and soft acidity. A licorice note signals the finish. It's at its ideal drinking window so enjoy sooner rather than later.",21.0,89,0,0.5000060651167029
114951,Le Fonti a San Giorgio 2013  Chianti,"A blend of 85% Sangiovese, 10% Colorino and 5% Pugnitello, this savory red offers dark berry and blue flower aromas with a whiff of cooking spice. The bright palate displays juicy black cherry, crushed raspberry and a note of ground white pepper alongside smooth tannins. Enjoy soon to capture the fresh fruit flavors.",13.0,87,0,0.49964699199546164
85804,Nittardi 2011 Riserva  (Chianti Classico),"Made with Sangiovese and 5% Merlot, this opens with aromas of dried plum, scorched earth, exotic spice and a whiff of cedar. On the palate, ground black pepper, clove, mocha and espresso accent a core of dried black cherry. Firm, fine-grained tannins provide the framework.",55.0,90,0,0.49932500443916883
81871,Monte Santoccio 2015  Valpolicella Classico Superiore Ripasso,"Aromas of black plum, licorice and tobacco lead the nose. The savory juicy palate delivers black cherry, nutmeg and white pepper alongside fine-grained tannins. Enjoy through 2021.",30.0,88,0,0.49903121147988383
109560,Folonari 2012 Torcalvano  (Vino Nobile di Montepulciano),"This bright, medium-bodied red offers aromas and flavors of ripe black cherry, ripe plum, ground black pepper, clove, grilled herb and a hint of anise. Firm, fine-grained tannins provide the framework. Drink 2016–2020.",26.0,90,0,0.49844160169893403
37810,Pietranera 2010 Riserva  (Brunello di Montalcino),"Aromas of espresso, underbrush, leather, dark spice, mature black-skinned fruit and a suggestion of oak lead the way. The firm palate offers dried black cherry, mocha, vanilla and star anise alongside fine-grained tannins that leave a dusty finish.",75.0,90,0,0.49800143327642354
6979,Prinsi 2008 Fausoni Riserva  (Barbaresco),"Alluring aromas of blue flower, leather, menthol, dark berry, baking spice and a balsamic note lead the way on this full-bodied, elegant red. The palate doles out ripe black cherry, while notes of clove, white pepper, tobacco, sage and licorice add depth. It's nicely balanced with firm, ripe tannins. Drink through 2023.",62.0,92,0,0.4977608989001146
20349,Paterna 2012  Chianti Colli Aretini,"Made with Sangiovese and 10% Canaiolo and Colorino, all organically farmed, this savory red opens with aromas of perfumed berry, blue flowers, new leather and a balsamic note. The juicy, delicious palate delivers black cherry, plum, licorice, clove, menthol, sage an earthy note of game alongside a backbone of fine-grained tannins and firm acidity. Enjoy through 2018.",18.0,91,0,0.4977449641304161
50700,Ellena 2012 del Comune di La Morra  (Barolo),"Aromas of ripe berry, fragrant blue flower and a whiff of Alpine herb lead the nose. The generous palate offers juicy black cherry, crushed raspberry, cinnamon and licorice alongside firm, fine-grained tannins. Drink 2018–2023.",40.0,90,0,0.49721579538819943
51128,Ellena 2012 del Comune di La Morra  (Barolo),"Aromas of ripe berry, fragrant blue flower and a whiff of Alpine herb lead the nose. The generous palate offers juicy black cherry, crushed raspberry, cinnamon and licorice alongside firm, fine-grained tannins. Drink 2018–2023.",40.0,90,0,0.49721579538819943
79423,Felsina 2012 Rancia Riserva  (Chianti Classico),"Full-bodied and loaded with finesse, this opens with aromas of ripe dark-skinned fruit, exotic spice, toast and a whiff of new oak. The firm palate delivers ripe black cherry, crushed plum, clove and ground pepper alongside fine-grained tannins. Drink 2017–2024.",53.0,94,0,0.49675845277005853
63255,Villadoria 2011  Barbaresco,"This accessible Barbaresco opens with ripe red berry, rose, leather and earthy aromas. The fresh palate offers dark cherry, ripe raspberry and black pepper alongside firm tannins and bright acidity. Drink now–2019.",30.0,90,0,0.4956274830017522
70073,Le Macchiole 2012 Rosso  (Bolgheri),"A blend of Merlot, Cabernet Sauvignon and Syrah, this structured wine opens with aromas of plum, dark-skinned berry and a whiff of clove. The smooth, savory palate doles out black cherry, licorice and tobacco alongside firm, polished tannins.",32.0,93,0,0.4954969992895283
77326,Fattoria San Felo 2011 Lampo  (Morellino di Scansano),"A blend of Sangiovese and 10% Ciliegiolo, this wine has a fruit and spice aroma of crushed red berries, white pepper and clove with a whiff of coffee. The tightly woven palate delivers black cherry, black raspberry, chocolate, mocha and black pepper alongside assertive, tongue-drying tannins.",30.0,88,0,0.49543113653756116
55426,Fattoria di Corsignano 2012 L'Imperatore Riserva  (Chianti Classico),"Ripe plum, iris, violet and underbrush aromas lead the nose. The firm palate offers dried black cherry, raspberry, licorice, clove and a hint of tobacco. Tightly knit but ripe tannins and fresh acidity provide support. Drink 2016–2022.",35.0,91,0,0.49510967947167545
79663,Avignonesi 2012  Vino Nobile di Montepulciano,"Aromas of forest floor, violet, red berry and a whiff of dark baking spice unfold in the glass while wild cherry, black raspberry, ground pepper and star anise drive the palate. Framed in firm, fine-grained tannins, this is a classic Tuscan red. Drink through 2020.",29.0,90,0,0.49464605407561224
17371,Santa Lucia 2012 Vigna del Melograno Uva di Troia (Castel del Monte),"Violet, scorched soil, spice and mature berry aromas lead the nose. The medium-bodied, elegant palate delivers mature black cherry, crushed raspberry, freshly ground clove and black pepper. Firm but fine-grained tannins provide support.",16.0,89,0,0.49452155109620005
82415,Santa Lucia 2012 Vigna del Melograno Uva di Troia (Castel del Monte),"Violet, scorched soil, spice and mature berry aromas lead the nose. The medium-bodied, elegant palate delivers mature black cherry, crushed raspberry, freshly ground clove and black pepper. Firm but fine-grained tannins provide support.",16.0,89,0,0.49452155109620005
74612,Giacomo Grimaldi 2011 Le Coste  (Barolo),"Aromas of wild berry, graphite, dark cooking spice and grilled herb lead the nose. The concentrated palate shows dense black cherry marinated in spirits, licorice, clove, toast and a hint of espresso accompanied by firm, fine-grained tannins. Drink 2018–2028.",65.0,92,0,0.49367764022973043
5449,Principe Corsini 2012 Le Corti  (Chianti Classico),"Black-skinned berry, menthol, aromatic herb and dark spice are some of the aromas you'll find on this generous red. The firm palate shows juicy black cherry, fleshy plum, clove, sage and black pepper. It's sleek and balanced, with polished tannins. Drink through 2018.",25.0,89,0,0.4935818554494804
39552,Condé 2015 Sangiovese (Romagna),"Made with 90% Sangiovese and 10% Merlot, this opens with aromas of black-skinned berry, underbrush and cooking spice. The savory palate offers black currant, clove and a whiff of white pepper alongside smooth tannins. Enjoy soon.",17.0,88,0,0.49339848756717314
67639,Condé 2015 Sangiovese (Romagna),"Made with 90% Sangiovese and 10% Merlot, this opens with aromas of black-skinned berry, underbrush and cooking spice. The savory palate offers black currant, clove and a whiff of white pepper alongside smooth tannins. Enjoy soon.",17.0,88,0,0.49339848756717314
14895,Massolino 2009 Vigna Rionda Riserva  (Barolo),"Ripe berry, aromatic herb, rose, violet, anise, leather and a whiff of tobacco all meld together on this firmly structured wine. The full-bodied, gripping palate delivers mature black cherry, licorice, underbrush and dark baking spice alongside youthfully assertive but velvety-textured tannins. Drink 2019–2029.",140.0,93,0,0.49137025891906005
31457,Luiano 2012 Gran Selezione  (Chianti Classico),"This structured red offers aromas of mature plum, wild berry, violet, exotic spice and a whiff of sunbaked earth. The chewy palate offers mature black cherry, mocha, licorice and clove alongside firm, fine-grained tannins. Drink through 2022.",55.0,91,0,0.49136224310141396
26255,Mazzei 2010 Gran Selezione  (Chianti Classico),"Fragrances of moist earth, blue flowers, black plum and spice lead the nose of this structured wine. The palate delivers juicy red cherry, crushed raspberry, espresso, mocha, white pepper, grilled herb and anise alongside assertive but fine-grained tannins and fresh acidity. Hold for additional complexity; drink 2016–2022.",60.0,93,0,0.4907255555827044
81141,Pietro Beconcini 2012 Maurleo Red (Toscana),"Aromas of underbrush, blue flowers, cooking spice and black plum unfold in the glass. A blend of 50% Sangiovese and 50% Malvasia Nera, the palate reveals dried black cherry, black pepper and anise alongside firm, polished tannins. Drink through 2017.",19.0,88,0,0.4905855422096953
54750,Castello di Bossi 2011 Berardo Riserva  (Chianti Classico),"Round and ripe, this opens with aromas that recall baked plum, vanilla, anise and a whiff of leather. The approachable, juicy palate doles out mature black cherry, blackberry, mocha, dried sage, baking spice and licorice. Polished, fine-grained tannins provide support.",30.0,90,0,0.4904728852653853
109529,Antico Colle 2010 Il Saggio Riserva  (Vino Nobile di Montepulciano),"Mature black-skinned fruit, raisin, leather and a hint of menthol come together on this structured wine. The firm palate delivers dried black cherry, blackberry extract, clove, espresso and a hint of dried herb. Assertive, fine-grained tannins provide support but also an astringent finish.",50.0,88,0,0.49027254046076346
99996,Morini 2015 Morale Sangiovese (Romagna),"This easygoing red opens with aromas of black-skinned berry, baking spice and a whiff of violet. The bright shows black plum, cinnamon and a touch of white pepper alongside smooth tannins. Enjoy soon.",13.0,87,0,0.4895816449665482
