,title,description,price,points,cluster_label,cosine_similarity
16434,Georges Duboeuf 2013 Château de Vierres  (Beaujolais-Villages),"Bright and juicy, this fruity wine has plenty of cherry acidity and bright acidity. It's attractive to drink now with its broad texture and crisp aftertaste.",14.0,87,3,0.5520918941905095
34863,Château Fleur de Charme 2014  Bordeaux Supérieur,"A ripe and smooth wine, this has balanced tannins, bright red fruit and acidity. It is fruity, rounded and with a fresh aftertaste. An easy wine, it is ready now.",14.0,85,3,0.5513638548343346
754,Domaine de Thulon 2013  Beaujolais-Villages,"Crisp while also fruity, it has bright acidity, lively citrus and apple flavors and a refreshing aftertaste. Drink now.",15.0,86,3,0.5509332657548476
67387,Quinta do Casal Branco 2016 Terra de Lobos Branco White (Tejo),"This young, fruity wine is crisp with acidity and light in texture. The wine is bright and lively, ready to drink for its fruitiness.",13.0,84,3,0.550475487900671
86885,Louis Max 2016  Mâcon-Villages,"This tangy, ripe and fruity wine is crisp with acidity. It's attractively brimming with fruit and ready to drink.",19.0,87,3,0.5500184985761561
4123,Casa Ferreirinha 2015 Esteva Red (Douro),"This wine is ripe, fruity and balanced. It has red-berry flavors along with acidity and a bright aftertaste. Drink from 2019",10.0,85,3,0.5495779204844625
3074,Quinta do Casal Monteiro 2015 White (Tejo),"A young, fresh blend of Arinto and Fernão Pires, the wine is fruity, light and with a crisp, bright aftertaste. Drink now.",10.0,84,3,0.5495317305286618
34381,Château Frédignac 2011 Cuvée Prestige  (Blaye Côtes de Bordeaux),"Light, fruity and fragrant, this is an attractive, crisp wine that highlights red-berry fruits and soft acidity. It's a wine to drink now.",25.0,85,3,0.5491685720114877
54311,Perescuma 2015 Orquestra Red (Alentejano),"With pictures of violinists, this is obviously a musician's wine. The wine is soft, full of red berry fruits, and attractive bursts of acidity. Drink this crisp wine from 2017.",10.0,86,3,0.547139350512894
55241,Georges Vigouroux 2015 Pigmentum Malbec Rosé (Côtes du Lot),"A light orange pink color sets the scene for a fruity wine that has raspberry flavors, soft acidity and an attractive, crisp aftertaste. Drink now.",12.0,85,3,0.5452052145106829
64816,Domaines Devillard 2010 Le Renard  (Bourgogne),"Light and fruity, this has a fresh red-berry flavor. It has intense youthful acidity, lending a very crisp texture. With its soft tannins, it is ready to drink in a few months when the acidity has calmed down.",22.0,85,3,0.5448824586113292
33776,Château Timberlay 2014  Bordeaux Blanc,"Crisp and very fruity, this offers bright and intense acidity. There is a light, tangy texture and a bright, poised aftertaste. Drink now.",17.0,85,3,0.5437650201382612
79321,Tinhof 2012 Tinhof Blanc White (Burgenland),"This fragrant and fruity wine is crisp and fresh. It has a perfumed character, soft apple acidity and a crisp texture. It's a wine for apéritifs that's light and ready to drink now. Screwcap.",17.0,85,3,0.5413377861243619
100600,Philippe Viallet 2015 Gamay Rosé (Vin de Savoie),"A ripe, raspberry flavored wine that is crisp while also very fruity. It has attractive acidity and a refreshing, juicy aftertaste that is irresistible. Drink now.",15.0,86,3,0.5411488827249878
106255,Philippe Viallet 2015 Gamay Rosé (Vin de Savoie),"A ripe, raspberry flavored wine that is crisp while also very fruity. It has attractive acidity and a refreshing, juicy aftertaste that is irresistible. Drink now.",15.0,86,3,0.5411488827249878
16998,Quinta do Arrobe 2016 Oculto Extra Bruto Sparkling (Tejo),"This crisp blend of Arinto and Fernão Pires is light and fruity. Acidity and a lively mousse make for an attractive bright wine, with toast and almonds at the end. Drink now.",18.0,84,3,0.5406449838697996
84202,Château de Thauvenay 2014  Sancerre,"Created in 1819, this vineyard surrounds a Victorian château overlooking the Loire. This wine is fruity, fresh and soft. It has attractive acidity, a light texture and perfumed acidity set in the context of apple and lime fruits. Drink now.",18.0,85,3,0.5405932356872492
93680,Vieil Armand 2013 Tradition Riesling (Alsace),"Lemon and summer flower aromas set the scene for this fresh and attractive wine. It is light and bright, dry while also fruity. Acidity and a crisp texture give it a lively aftertaste.",13.0,84,3,0.5403731856243833
25730,Roquevale 2009 Reserva Red (Alentejo),"This is a smooth, light and fruity wine that is ready to drink. It has red berry fruit tones, with a sweet, lightly tannic character and a juicy, mature aftertaste. It's soft and fruity, with bright acidity at the end.",22.0,85,3,0.5403187432969955
72526,Terras de Alter 2015 Terra d'Alter Aragonez-Touriga Nacional Rosé (Alentejano),"A crisp, fruity wine, bright with red-cherry fruit and a touch of pepper. The acidity and the lively texture give this wine a refreshing character. Drink now.",10.0,85,3,0.5399614151136193
97413,Terras de Alter 2015 Terra d'Alter Aragonez-Touriga Nacional Rosé (Alentejano),"A crisp, fruity wine, bright with red-cherry fruit and a touch of pepper. The acidity and the lively texture give this wine a refreshing character. Drink now.",10.0,85,3,0.5399614151136193
47205,Vignerons de Buxy 2015 Buissonnier  (Côte Chalonnaise),"This is a light, crisp and fruity wine. Full of ripe green plums and crisp acidity, it is a wine that is all fruit. A light touch of minerality gives texture and complements the refreshing, floral aftertaste. Drink this wine now.",14.0,86,3,0.5379016040700314
66773,Vinovalie 2016 Tarani Gamay Rosé,"This is light, fruity and just off dry. It has bright red fruits and crisp acidity, softened by a gentle aftertaste. The wine, pure Gamay, is ready to drink.",12.0,84,3,0.5370823236636414
54313,Quinta do Casal Branco 2015 Fernão Pires (Tejo),A perfumed and crisp citrus wine that is light and fruity. It is soft and smooth with a light creamy texture and refreshing acidity. Ready to drink.,13.0,86,3,0.5363477847353737
48400,Château de Parenchère 2013  Bordeaux Blanc,"Fruity, and crisp, it has citrus flavors balanced by an intense herbal character. It's fresh and juicy; the acidity gives a bright, lively aftertaste.",14.0,85,3,0.5361088971259937
3026,Jean-Marie Challand 2012 Les Tilles  (Mâcon-Villages),"This soft, open wine has a light fruit character with attractive acidity and a crisp aftertaste. Drink now.",20.0,84,3,0.5359207709671531
6312,Quintas de Melgaço 2014 Lagar Rosé (Vinho Verde),"A sweet rosé that is light and fresh from the crisp raspberry acidity. It is bright and fruity, ready to drink.",12.0,84,3,0.5352692112899374
82337,Cave de Cleebourg 2011 Riesling (Alsace),"Soft, fresh, just off dry, a fruity wine that is light and fragrant. Crisp acidity cuts through the wine, giving a tight, nervy edge along with bright fruitiness.",13.0,85,3,0.5351340498593636
12531,Alex Gambal 2014  Bourgogne,"This creamy, light and soft wine offers attractive acidity and a touch of citrus. It is fruity and brings a bright aftertaste. The wine with its light buttery character is ready to drink.",28.0,88,3,0.5337912842654113
31741,Campolargo 2012 Entre II Santos Red (Bairrada),"This light and fruity wine has 80% Baga in its blend. It is juicy, full of acidity and bright with red-berry fruitiness. The wine is immediately attractive and ready to drink.",14.0,87,3,0.533228835998678
112073,Les Héritiers du Comte Lafon 2012  Mâcon-Milly Lamartine,"Crisp, very light and fruity, this is an attractive, ready-to-drink wine. A touch of acidity at the end gives freshness.",30.0,86,3,0.5327016535356124
2912,Château d'Esclans 2012 Whispering Angel Rosé (Côtes de Provence),"A delightfully clean and fruity wine, the epitome of Provence rosé. It has fresh acidity, crisp lemon and red currant fruit and just a light sprinkling of spice.",20.0,88,3,0.5323686228691941
87085,Domaine Houchart 2013 Rosé (Côtes de Provence),"Light and fresh, this is a crisp, red berry flavored wine with lively acidity and a dry, bright aftertaste. Ready to drink.",15.0,86,3,0.5321995234315108
11308,Mas de Cadenet 2016 Rosé (Côtes de Provence Sainte-Victoire),This is both fruity and deliciously crisp. It has the light touch of the vintage—red fruits attractively balancing with the acidity and the tangy lemon edge. The aftertaste is both fruity and herbal. Drink now.,22.0,90,3,0.5319506714578875
87243,Vignoble de la Jarnoterie 2013 Quintessence  (Saint-Nicolas-de-Bourgueil),"This is brilliantly fruity, very crisp and fragrant, with delicious spice, perfumed red fruits and lively acidity. It's very dry, with a fresh aftertaste.",17.0,87,3,0.5317746661284914
98234,Robert Karcher et Fils 2013 Harth Pinot Gris (Alsace),"This soft, medium-dry wine has attractive spice and fresh yellow-fruit flavors. It is bright, feeling light with its poised acidity and crisp aftertaste.",23.0,85,3,0.5307753023045986
17231,Jean Perrier et Fils 2015 Abymes Cuvée Gastronomie Jacquère (Savoie),"This is a ripe, fruity wine with attractive acidity as well a tangy character. It is fresh, crisp and ready to go with its apple and lemon flavors. Drink now.",14.0,87,3,0.53015381307246
106921,Fournier Père et Fils 2015 Les Belles Vignes Rosé (Sancerre),"This attractively pale-colored rosé has ripe red fruits and crisp acidity in just the right proportions. It is soft, fruity with a lightly crisp texture and a bright, lively aftertaste. Drink now.",27.0,86,3,0.5283233723542683
42487,Château de Marsan 2016 Rosé (Bordeaux Rosé),"Beautifully crisp and light, this is an ebullient wine that is full of lively red currant and tangerine fruits. There is attractive acidity, a bright aftertaste and plenty of acidity. Drink now.",12.0,88,3,0.5282535945122825
103930,Château de Marsan 2016 Rosé (Bordeaux Rosé),"Beautifully crisp and light, this is an ebullient wine that is full of lively red currant and tangerine fruits. There is attractive acidity, a bright aftertaste and plenty of acidity. Drink now.",12.0,88,3,0.5282535945122825
61604,Henri Bourgeois 2016 Petit Bourgeois Rosé de Pinot Noir (Val de Loire),This is a tangy fruity wine. It has crisp acidity along with spice as well as red-currant fruitiness. It is light and refreshing and ready to drink now.,13.0,86,3,0.5266207282377519
68966,Henri Bourgeois 2016 Petit Bourgeois Rosé de Pinot Noir (Val de Loire),This is a tangy fruity wine. It has crisp acidity along with spice as well as red-currant fruitiness. It is light and refreshing and ready to drink now.,13.0,86,3,0.5266207282377519
7085,Fleury 2012 Ilixens  (Bordeaux),"A soft, perfumed wine, it shows attractive light black currant flavors as well as some tannins, acidity and a young fruity character. It is ready to drink now.",18.0,84,3,0.5263133070025192
59736,Sauvion 2015  Muscadet Sèvre et Maine,"This wine is as light as a feather. It's crisp with citrus acidity and is totally ready to drink. It is clean, perfumed with an attractive, fruity aftertaste.",10.0,85,3,0.5256462369755799
99688,Domaine Fribourg 2015  Coteaux Bourguignons,"This is a light and fruity wine with red-currant fruit and a crisp texture. Coteaux Bourguignons is one of the Burgundy regional appellations that offers, as here, bright fruity wines that are ready to drink young.",13.0,85,3,0.5252358305388838
38962,Viniverde 2015 Alto Lima Rosé (Vinho Verde),"This is a fruity, crisp wine with an attractive balance between acidity and sweetness. Ripe strawberries give the fruit flavor while the acidity at the light prickle on the palate add a crisper aftertaste. Drink now.",10.0,84,3,0.5250227909078156
1952,L. Tramier & Fils 2014 Collection  (Beaujolais-Villages),"A fruity wine with soft tannins that is ready to drink. It has banana, red cherry and light spice flavors, finished off with attractive acidity.",14.0,84,3,0.5238340196886747
25464,Helfrich 2013 Riesling (Alsace),"The wine is crisp, lightly fruity with good acidity and a bright, tight texture. Apple and lime juice fruit flavors give a fresh, crisp aftertaste. Drink from 2015.",17.0,85,3,0.5224206872940448
77199,Pierre Sparr 2011 One White (Alsace),"This has a soft texture and an attractive apple flavor, with light acidity. Bright and fruity, it's ready to drink, just hinting at pepper and spice on the finish. Screwcap.",14.0,85,3,0.522243845743111
85289,Patriarche Père et Fils 2016 Les Charmes  (Mâcon-Lugny),"This soft, light wine has hints of citrus and acidity. It is fruity, crisp and bright with orange zest at the end. Drink now.",18.0,84,3,0.5216017176767292
19175,Domaine Sangouard-Guyot 2016 Clos de la Bressande  (Mâcon-Villages),"This fruity wine is full of bright acidity. Crisp and clean, it shows yellow fruits and a shot of citrus. The aftertaste is lively and bright. Drink now.",19.0,87,3,0.5213710522262982
51501,Domaine Sangouard-Guyot 2016 Clos de la Bressande  (Mâcon-Villages),"This fruity wine is full of bright acidity. Crisp and clean, it shows yellow fruits and a shot of citrus. The aftertaste is lively and bright. Drink now.",19.0,87,3,0.5213710522262982
77951,Louis Jadot 2015  Beaujolais,"Light, fruity and juicy, this is a soft cherry-flavored wine. It has attractive acidity that lifts the warm fruitiness and gives the wine its characteristic perfumed aftertaste. Drink now.",14.0,86,3,0.5210041862193011
10121,Château Jean Faux 2014  Bordeaux Supérieur,"Fresh and fruity, this is a bright wine, full of almost shocking acidity and red-currant fruits. Its tannins are there, although more of an afterthought to the fruit. Drink this light fresh wine from 2017.",20.0,87,3,0.5208655514252225
89910,Château Jean Faux 2014  Bordeaux Supérieur,"Fresh and fruity, this is a bright wine, full of almost shocking acidity and red-currant fruits. Its tannins are there, although more of an afterthought to the fruit. Drink this light fresh wine from 2017.",20.0,87,3,0.5208655514252225
44084,Les Quatre Tours 2015 Classique Rosé (Coteaux d'Aix-en-Provence),"Fruity and crisp, this is a ripe, refreshing wine. Lively acidity sets off the full strawberry and red-currant fruits. The aftertaste continues the fruity theme with tangy orange-zest flavors.",25.0,90,3,0.5208261560960641
98241,Domaine Charles Frey 2013 Vieilles Vignes Riesling (Alsace),"Young and fruity, this is a soft, citrus and apple flavored wine. Attractive acidity is enhanced by the light minerality and tangy aftertaste. Drink now.",25.0,85,3,0.5202405485500601
76024,Les Vins Bréban 2016 Domaine Valfont Rosé (Coteaux d'Aix-en-Provence),"Attractively fruity, this is a crisp and light wine. With a touch of caramel under the red fruits, it is lively, with balanced acidity at the end. The wine is ready to drink.",15.0,86,3,0.5199399942739851
13772,Château Tour de Guiet 2013 Rosé de Guiet Rosé (Bordeaux Rosé),"Fresh, light and fruity, it has ripe strawberry flavors, bright acidity and just a touch of caramel. It is full in the mouth, with a rounded feel and a soft texture at the end.",14.0,86,3,0.519745211453745
35599,Xavier Flouret 2015 Domaine la Gemière French Blonde  (Sancerre),"This instantly delicious, fruity wine has crisp lemon and spice flavors along with generous acidity. Ready to drink, it's all bright fruit with a lively aftertaste.",21.0,87,3,0.51972154402944
68112,Château Bertinerie 2011 Grande Cuvée  (Blaye Côtes de Bordeaux),"Attractive and smooth, this is a ripe, broad wine with its soft, juicy red berry fruits and supporting firm tannins. Balanced and fruity, it is ready to drink, finishing with a crisp texture of acidity.",15.0,88,3,0.519368813248932
26762,Quinta Dona Matilde 2014 Tinto Red (Douro),"Ripe with red-berry flavors, this wine is fresh and crisp with acidity. Drink from 2019.",18.0,85,3,0.5185353228013674
1642,Quinta da Lapa 2014 Selection Branco White (Tejo),"A blend of Arinto and Tamarez, this wine is light and fruity, with attractive acidity and flavors of apricots sprayed with lemons. It has a light texture and a fresh, lively aftertaste. Drink now.",11.0,85,3,0.5182875058578097
61642,Domaine Sérol 2014 Les Originelles Gamay (Côte Roannaise),"This fresh, light and cherry-flavored wine has acidity, soft tannins and bright fruit. It's all about the crisp fruitiness, ready to drink now.",21.0,86,3,0.5181171914107101
90399,Adega Cooperativa de Borba 2015 Monte Claros Colheita Branco White (Alentejo),"A light, citrus dominated wine, this is fresh and fruity. It has an attractive, clean palate, simple fruits and crisp acidity. The wine is ready to drink.",9.0,86,3,0.5181117814114719
70974,Château Tassin 2016 Rosé (Bordeaux Rosé),"Soft, ripe and fruity, this lightly spicy wine is full of red fruits and crisp acidity. It balances between the fruit and the tangy, textured aftertaste. Drink now.",15.0,86,3,0.5174622262761007
113245,Wines & Winemakers 2016 Toucas White (Vinho Verde),"This is an off-dry, crisp and fruity wine with lively acidity and an attractive prickle on the tongue. It's a bright wine, as light and bright as possible with citrus flavors bursting from the glass. Drink now.",12.0,87,3,0.5170216929323291
37421,Les Frères Couillaud 2016 Bernier Chardonnay (Val de Loire),"This crisp, simply fruity wine is light, bright and bursting with lemon and crisp apple flavors. It is direct, full of juicy acidity and ready to drink.",14.0,85,3,0.5170125562600852
102151,Casa Cadaval 2014 Vinha Padre Pedro Branco White (Tejo),"A ripe wine that is gently fruity with attractive pear and apricot flavors. It is textured with crisp acidity that contrasts with the rounded, smooth aftertaste. Drink now.",9.0,85,3,0.5164231021857341
61393,Georges Duboeuf 2014  Morgon,"This wine has red-currant fruits, along with acidity and light tannins. The wine is crisp and fruity, maybe not expressing the full power of a Morgon but can be enjoyed now for its fruitiness.",20.0,85,3,0.5162475256053273
12505,Quinta da Calçada 2015 Calçada Terroir Alvarinho (Minho),"From vineyards in the southern section of Vinho Verde, this ripe Alvarinho is soft and fruity. It has a light texture that is balanced with crisp acidity and a juicy, perfumed aftertaste. Drink this wine now.",18.0,88,3,0.5162005772033558
109745,Quinta da Calçada 2015 Calçada Terroir Alvarinho (Minho),"From vineyards in the southern section of Vinho Verde, this ripe Alvarinho is soft and fruity. It has a light texture that is balanced with crisp acidity and a juicy, perfumed aftertaste. Drink this wine now.",18.0,88,3,0.5162005772033558
38660,Casa Agricola Alexandre Relvas 2015 Ciconia Branco White (Alentejano),"This light and fruity wine has fresh acidity as well as lemon and ripe pear fruits. It is soft, smooth, and with a creamy texture, is very ready to drink.",10.0,85,3,0.5159538847653155
62165,Casa Agricola Alexandre Relvas 2015 Ciconia Branco White (Alentejano),"This light and fruity wine has fresh acidity as well as lemon and ripe pear fruits. It is soft, smooth, and with a creamy texture, is very ready to drink.",10.0,85,3,0.5159538847653155
36350,Jean-Claude Debeaune 2012 Domaine Pignard  (Beaujolais),"Typically fresh and fruity, this strawberry-jelly flavored wine is light, ripe and soft. With fresh acidity and only a hint of tannins, it is ready to drink.",13.0,85,3,0.5157381050127897
62178,DFJ Vinhos 2015 Bigode Branco White (Lisboa),"This fruity wine has bright acidity and a perfumed character. With its crisp texture, it is full of lemon and green apple fruit. Drink now.",9.0,84,3,0.5153687017934955
88453,Tortoise Creek 2013 Le Charmel Sur Lie  (Muscadet Sèvre et Maine),"This light and fruity wine is fresh with lemon and light minerality. It is ready to drink, with its bright acidity and pear and apple aftertaste.",12.0,85,3,0.5153587627062668
