,title,description,price,points,cluster_label,cosine_similarity
1033,Santa Rita 2014 Medalla Real Gran Reserva Chardonnay (Leyda Valley),"Aromas of corn and melon are waxy and oily. This feels pinched and juicy, but not crisp or minerally. Stalky flavors of corn, citrus and apple lean towards bitter, as does the finish.",18.0,84,9,0.9996874899342079
1055,Trapiche 2007 Broquel Chardonnay (Mendoza),"Apricot and oak aromas make for a smoky, slightly heavy bouquet. The wine keeps that weightiness as it passes from nectarine to citrus to tropical fruits. Long on the finish, with integrity. But it's also a bit citric in the center. “Pulpy” is another descriptor.",17.0,86,9,0.9996874899342079
1124,Danie de Wet 2008 Limestone Hill Chardonnay (Robertson),"This wine has a delicate nose of citrus and spicy nuts, with robust, round flavors of apple, citrus and spice. Balanced acid and fruit means the wine has complexity, but is still refreshing. Mouthwatering and food friendly, the Chardonnay has added class.",17.0,88,9,0.9996874899342079
1203,Carrick 2015 Bannockburn Chardonnay (Central Otago),"This plump, medium-bodied Chardonnay shows yellow fruit notes of mirabelle plum, peach and pineapple, all wrapped in a cocoon of woodsmoke. Drink now–2020.",25.0,90,9,0.9996874899342079
1342,Domaines Barons de Rothschild (Lafite) 2007 Los Vascos Chardonnay (Colchagua Valley),"Pungent and sharp, and that's exactly the style that Los Vascos has mastered in recent years. This wine tastes very much like a coastal, Casablanca Chardonnay yet it hails from Colchagua. The nose is pithy and citric, and the palate is more of the same. Good mouthfeel and fresh, but green, citrusy and too much like Sauvignon Blanc.",12.0,85,9,0.9996874899342079
1355,Michel Torino 2007 Coleccion Chardonnay (Calchaquí Valley),"Light, floral and somewhat out of the mold. Flavors of apricot, peach and mango are both fresh and fleshy, while the finish lingers for quite some time. Fairly forceful but restrained enough.",12.0,85,9,0.9996874899342079
1358,Santa Julia 2007 Organica Chardonnay (Mendoza),"Round, nutty and smooth, with melon, citrus and apple flavors. In this wine's case, organic does not equal complexity. That said, what's here is clean and balanced, and there's more than enough fruit and intensity to satisfy.",10.0,85,9,0.9996874899342079
1403,Rubus 2016 Chardonnay (Colchagua Valley),"Melon, wood spice and vanilla aromas are common for this level of Chilean Chardonnay. A plump palate is low on acidity, while this tastes of pear, oak and skins-based bitterness. A woody tasting finish is adequate.",15.0,85,9,0.9996874899342079
1486,Jacob's Creek 2016 Chardonnay (Australia),"Tightly constructed for an entry-priced Chardonnay, this has faint almond nuttiness accenting pineapple and grapefruit flavors. Drink this medium-bodied wine through mid-2018.",8.0,85,9,0.9996874899342079
1543,Recanati 2006 Kosher Chardonnay (Galilee),"While oak can commonly overwhelm Chardonnay, this is a perfect example of an appropriate balance. Toasted notes of almond and peach pit intertwine with red apple and underripe pear; crisp acidity shines through on the finish.",16.0,86,9,0.9996874899342079
1552,Tyrrell's 2006 Lost Block Chardonnay (South Eastern Australia),"This medium-bodied Chardonnay features ample apple, pear and pineapple fruit that comes across as pleasant and mouthfilling, if also a bit one-dimensional. Still, it represents a reasonable value.",14.0,86,9,0.9996874899342079
1553,Vasse River 2006 Chardonnay (Margaret River),"This is a straightforward, plump, fruity Chardonnay. Round peach and lemon flavors get a burst of energy from hints of pineapple and citrus, finishing clean and fresh. Drink now.",23.0,86,9,0.9996874899342079
1751,Robert Oatley 2011 Finisterre Chardonnay (Margaret River),"This is a soft, appealing Chardonnay layered with toasted marshmallow and superripe peach. It's round in the mouth and lushly textured, then turns citrusy—almost metallic—on the finish.",30.0,87,9,0.9996874899342079
1933,Angove 2014 Family Crest Chardonnay (McLaren Vale),"Brassy in color and woody in aroma, this Chardonnay is a pleasant enough drink, offering ample weight and modest pear and citrus flavors. Drink it through 2017.",21.0,84,9,0.9996874899342079
1998,Arboleda 2014 Chardonnay (Aconcagua Costa),"Nutty aromas of popcorn, buttered toast, peach and apple create a solid nose. This feels lively but also a bit oily. A mix of roasted nut, wood resin and pineapple flavors finish toasty, with racy acidity working as a preservative.",20.0,88,9,0.9996874899342079
2095,Picardy 2006 Chardonnay (Pemberton),"From a little-known region of Western Australia, this is a restrained, structured example of Chardonnay that may drink well for 5–6 years. Subtle vanilla and bacon shadings upfront add nuance to the melon and pear aromas. Flavors are of soft, fully ripe tree fruit and melon, but held in check by citrusy notes and crisp acids.",33.0,90,9,0.9996874899342079
2331,Hannes Reeh 2014 Rohstoff Chardonnay (Burgenland),"There is a high-toned aspect to the otherwise neutral nose that just gives away lemony hints. The palate is sprightly and fresh and reveals a very creamy, fruity, almost tropical core which is cut very pleasantly by fresh, aromatic lemon—this is Chardonnay but not as you know it. A very fruity, rich but fresh number.",21.0,89,9,0.9996874899342079
2377,Michel Torino 2006 Coleccion Chardonnay (Calchaquí Valley),"Aromas of sweet melon and honey suggest an innocuous quality that's confirmed on the palate, where basic apple and pear flavors come across a bit sweet. Finishes with some scour and a little harshness.",12.0,83,9,0.9996874899342079
2442,La Playa 2002 Estate Reserve Chardonnay (Colchagua Valley),"Fresh and clean, with light, lemony aromas in addition to tropical fruit. The palate is textured and full, with fairly pure apple and pineapple flavors and some nuttiness. Everything works here, including the smooth, lengthy finish.  Best Buy.",10.0,87,9,0.9996874899342079
2454,Viña Santa Monica 2001 Chardonnay (Rapel Valley),"Heavy and gold in color, with aromas of browned butter, wheat and corn cakes. The bouquet and color are heavy, and so is the palate: There you get oak barrel and toast, but little to no fruit. Even the finish is woody, with just a hint of melon and banana. A good experimental wine for those eager to taste oak; otherwise steer clear.",8.0,87,9,0.9996874899342079
2482,Viña Maipo 2015 Vitral Chardonnay (Chile),"Apple and citrus aromas are neither well defined nor overly aromatic. Fresh and juicy on the palate, this offers citrus peel and green melon flavors. Mild and short on the finish.",11.0,86,9,0.9996874899342079
2501,Rios de Chile 2015 Chardonnay (Central Valley),"Bland, fleshy aromas of corn and apple cider are unconvincing but not overtly negative. This feels plump and heavy, like fruit punch. Flavors of cantaloupe and citrus fruits finish yeasty, with notes of corn and white bread.",12.0,84,9,0.9996874899342079
2521,Albamar 2015 Estate Bottled Chardonnay (Casablanca Valley),"Prickly, punchy, pryazinic aromas will have you thinking this is Sauvignon Blanc or Spanish Verdejo. A sharp palate is more about acid than body, while this continues with its SB-like character via green flavors of lime and arugula. A crisp finish evaporates into nothing.",12.0,83,9,0.9996874899342079
2522,Indomita 2015 Gran Reserva Chardonnay (Casablanca Valley),"Heavy oak and marginal white-fruit scents make for a compromised nose. This feels chunky and resiny, with heavy flavors of clove and raw wood. Additional clove notes on the finish render this Chardonnay an underachiever.",15.0,83,9,0.9996874899342079
2540,Valentin Bianchi 2011 Elsa Chardonnay (Mendoza),"Apple and white fruit aromas set up a balanced, reasonably full palate, with banana, creamy oak, vanilla and apple flavors. It feels solid and round, with a clean finish.",10.0,84,9,0.9996874899342079
2661,Luigi Bosca 2009 Finca la Linda Chardonnay (Luján de Cuyo),"Basic apricot and peach aromas lead to melon, banana and pithy flavors. The palate is a little thick and mealy, while the finish has pretty good feel and length, but not much flavor. Slightly tropical and simple.",11.0,84,9,0.9996874899342079
2715,Gruber Röschitz 2015 Trockenbeerenauslese Chardonnay (Niederösterreich),"The nose is uncertain and hovers between musky botrytis and lactic tartness. The palate removes all doubt and shines with luscious, concentrated sweetness, referencing the pleasant bitterness of honeycomb and the spice of maple syrup. Pure lemon freshness illuminates everything. Drink now through 2025.",30.0,91,9,0.9996874899342079
2805,Marquee 2008 Signature Chardonnay (Yarra Valley),"A lively, balanced wine at an accessible price point, Marquee's 2008 Signature Chard boasts aromas of smoke, vanilla and stone fruit and flavors that follow along similar lines, with white peach and pineapple coming to the fore. Drink now–2012.",15.0,88,9,0.9996874899342079
2998,Binyamina 2009 Reserve Unoaked Kosher Chardonnay (Judean Hills),"Here's a fresh and lively unoaked Chard that's perfect for lighter fare like tabouleh salad or grilled chicken. Green apple and citrus mingle with a hint of lemon custard on the nose, while the medium-weight mouth offers more green plum and white nectarine flavors. Flavorful and refreshing; drink now.",20.0,87,9,0.9996874899342079
3020,Coto de Hayas 2013 Chardonnay (Campo de Borja),Mild aromas of apple and generic white fruits are friendly enough. This has a monotone citrusy mouthfeel and flavors of tangerine and grapefruit. A bit of stalky corn and hay flavor rises up on the finish.,9.0,84,9,0.9996874899342079
3063,Casa Montes 2014 Ampakama Chardonnay (San Juan),"Tropical aromas revolve around lemon-lime. This is acidic without much body. Flavors of lemon, melon, mango and green apple are lean and finish with tangy, pithy citrus flavors.",11.0,84,9,0.9996874899342079
3124,Hill-Smith Estate 2014 Chardonnay (Adelaide Hills),"This hand-picked, wild-fermented Chardonnay offers a lot to like. Notes of toasted grain, ripe pear and melon create a balanced blend of citrusy fruit and oaky spice, while the refreshing pineapple and clove notes linger on the finish.",21.0,88,9,0.9996874899342079
3226,Viña Cobos 2016 Felino Chardonnay (Mendoza),"Aromas of apple cider, peach and oak lead to a full palate. Flavors of melon and banana have a nutty quality, while this is stable on the finish, with tropical fruit and honeyed flavors. Drink now.",20.0,89,9,0.9996874899342079
3325,Luis Felipe Edwards 2009 Reserva Chardonnay (Colchagua Valley),"Not disappointing given the price. There's some toast and tropical fruit on the nose, and then pineapple and mango flavors. The acidity runs a bit sharp, but overall this is a reasonable, warm-climate, tropical Chard for the money.",9.0,84,9,0.9996874899342079
3507,Marquee 2008 Classic Chardonnay (Victoria),"A solid value, the Marquee Victoria Chardonnay has an appealing restraint, hitting pretty high notes on the nose but turning serious and weighty in the mouth. The cream and papaya flavors reach a nice intensity before fading to a mouthwatering finish of guava and pine nuts. Drink now.",12.0,86,9,0.9996874899342079
3534,Monteviejo 2013 Lindaflor Chardonnay (Uco Valley),"This waxy, heavily oaked Chardonnay regularly pulls the same score. This vintage has aromas of grapefruit, quince and garlic. Blasting oak and modest acidity result in flatness, while oak resin is by far the dominant flavor, with creamy apple and pithy bitterness lurking.",35.0,87,9,0.9996874899342079
3675,Ridgeview Estate 2011 Blanc de Blancs Chardonnay (England),"A mix of fruity notes immediately hit: white currant, gooseberry, apple and citrus. The palate is slender and fizzes with those primary fruit flavors that have overtones of meadow flowers. This is frothy, refreshing and fun on the surface, but there is serious backbone and intent.",46.0,90,9,0.9996874899342079
3690,Bodegas San Valero 2013 Particular Chardonnay (Cariñena),"This leads with leesy flavors of melon and stone fruits, followed by mild citric acidity that drives the palate. Flavors of stone-fruit pits and nectarine are a touch bitter, while the finish is minerally, with a shot of lemon zest.",15.0,86,9,0.9996874899342079
3793,Olsen Private Vineyards 2014 Chardonnay (Paarl),"This wine is so woody and toasty upfront, the bouquet brimming with scents of wood-grilled apple, mealy melon and lemon custard. The medium-plus-weight palate follows suit, with forward toast and ripe-fruit flavors that are partnered with just enough acidity to keep the decadence in check.",19.0,87,9,0.9996874899342079
3821,Te Mata 2014 Elston Chardonnay (Hawke's Bay),"To my mind, Te Mata's strength s are in its red wines. That said, this is a solid Chardonnay. Subtle wood shadings add richness to the flavors of mandarin orange and vanilla custard before ending on a persistent citrus-oil note.",35.0,88,9,0.9996874899342079
4119,Adega Mãe 2014 Chardonnay (Lisboa),"With light wood-aging flavors, this creamy wine is still young, with tangy orange and lemon zest as well as touches of vanilla. Let it develop further and drink from late 2017.",17.0,85,9,0.9996874899342079
4247,Tabor 2014 Mt. Tabor Chardonnay (Galilee),"This wine has aromas of lemongrass and apricot with a touch of petrol. It offers flavors of peach, apricot, vanilla and jasmine. It is very soft in the mouth, and the bright finish is marked by floral notes.",15.0,87,9,0.9996874899342079
4435,MAN Vintners 2010 Chardonnay (Coastal Region),The notes of green apple and lemony citrus are fresh and clean with great clarity and precision. Balanced and easy to drink with a buttoned-up finish. Drink now.,11.0,86,9,0.9996874899342079
4585,Maray 2012 Limited Edition Chardonnay (Limarí Valley),"Maray Chardonnay is crisp and mineral-driven on the nose, but not overly fruity. This is lean-bodied, with cidery, tangy acidity and dominating flavors of limestone-influenced citrus and stone fruits. It's a modest Chardonnay with finesse but not a whole lot of flavor.",20.0,86,9,0.9996874899342079
4628,Anton Bauer 2015 Kreuzgang Chardonnay (Wagram),"The merest touch of apricot caresses the vanilla and hazelnut notes of fine oak. The palate, on the other hand, conveys power and concentration, held tight and taut by lemon freshness. This will take a little while in bottle to unfold and should entice lovers of Chardonnay with its combination of bright freshness and lush fruit.",39.0,92,9,0.9996874899342079
4636,Jacob's Creek 2000 Limited Release Chardonnay (Padthaway),"Medium and smooth in the mouth, Jacob's Creek's top Chard (check?) has stone and star fruits at its core, and a sleek mineral quality. Creamy on the nose, but with a lively lime streak that keeps it crisp. Finishes medium-long with drying minerals.",33.0,89,9,0.9996874899342079
4960,Casas del Bosque 2013 Gran Reserva Estate Bottled Chardonnay (Casablanca Valley),"Sweaty, briny aromas are borderline offputting. This is plump on the palate, with flavors of pickled citrus fruits. The same can be said for the finish, which is also bitter, resiny and overoaked.",20.0,83,9,0.9996874899342079
4981,Santa Alba 2012 Grand Reserve Chardonnay (Maule Valley),"The aromas are driven by freshly cut wood tones, while the palate is full, creamy and oaky. Raw wood and resin flavors are like licking a plank, and the only flavors in this wine besides oak are lanolin and cinnamon.",15.0,82,9,0.9996874899342079
5094,Gernot and Heike Heinrich 2014 Chardonnay (Leithaberg),"An initial hit of reduction blows off to reveal rich vanilla backed by gentle lemon purity. This clearly needs some time in bottle to find its middle but all the basics are there: freshness, clean fruit, texture and poise. Drink 2028–2025.",30.0,90,9,0.9996874899342079
5231,Bodega Catena Zapata 2013 Chardonnay (Mendoza),"Popcorn, paint thinner and other oak-driven aromas control the nose on this resiny, woody wine. Like the nose, the flavor profile is barrel dominated. It finishes with resin, sawdust and bitter flavors.",20.0,84,9,0.9996874899342079
5380,Lomas del Valle 2015 Coastal Cool Climate Wine Single Vineyard Chardonnay (Casablanca Valley),"Aromas of apple, orange peel and citrus oil are reasonably interesting. A ripe, loud palate offers plenty of acidic kick, while this tastes fresh, with lime and orange flavors. A racy finish tastes mostly of green apple.",17.0,87,9,0.9996874899342079
5390,Avia 2014 Hand Harvested Estate Bottled Chardonnay (Primorska),"This Slovenian Chardonnay has aromas of orange, vanilla, toasted almonds and citrus blossom. The mouth delivers flavors of honeydew melon, pear and apple before a crisp acidic finish.",7.0,87,9,0.9996874899342079
5485,Viña Cobos 2014 Felino Chardonnay (Mendoza),"Vanilla, popcorn, resiny oak, pear and pineapple aromas come in front of a creamy feeling palate. Flavors of oak, vanilla, popcorn and tropical fruits end similarly. This is consistently sweet and oaky from nose to palate to finish.",18.0,87,9,0.9996874899342079
5673,Zolo 2013 Unoaked Chardonnay (Mendoza),"Citrus, tropical notes and a bit of skunky funk define the nose on this unoaked Chard. The palate is slightly metallic in feel, while the flavors suggest canned peaches and nectarine.",11.0,83,9,0.9996874899342079
5921,Robertson Winery 2007 Chardonnay (Robertson),"Robertson has managed to create a solid, appealing Chardonnay at an excellent price. This one has a big nose of fresh fruit and orange citrus, and on the palate, assertive fruit and toast. Not terribly complex but definitely robust and flavorful, this is an ideal everyday white.",9.0,86,9,0.9996874899342079
5925,Shark Trust 2007 Great White Unwooded Chardonnay (Western Cape),"This overall good, refreshing Chard is a go-to white for everyday sipping. On the nose, citrus, apples, and fresh Chardonnay fruit leads, and on the palate, straightforward fruit is both elegant and approachable. The finish is substantial. Pair with poultry, seafood, or sip alone.",10.0,86,9,0.9996874899342079
5957,Nugan Family Estates 2008 Frasca's Lane Vineyard Chardonnay (King Valley),"Lush and mouthfilling, this tropical-fruited Chard offers a ton of flavors at a surprisingly small price. Smoky toasted-almond notes accent star fruit and guava flavors. Drink now–2011.",19.0,90,9,0.9996874899342079
5958,Pegasus Bay 2007 Chardonnay (Waipara Valley),"Remarkably consistent in quality year after year, Peg Bay's 2007 Chardonnay opens with some slightly funky aromas that moderate with aeration to reveal a toasty, smoky wine with a core of melon fruit. It starts off seeming a touch narrow, but broadens and deepens on the palate, ending with impressive length.",39.0,90,9,0.9996874899342079
5969,Sticks 2008 Chardonnay (Yarra Valley),"Consumers are reaping the benefit of Australia's Chardonnay grape glut. This elegant, refined, cool-climate Chardonnay comes at a bargain price for its flavors of lightly grilled pineapple, melon, citrus and hazelnut. Drink now–2012.",21.0,90,9,0.9996874899342079
5970,Te Awa 2007 Chardonnay (Hawke's Bay),"Showing plenty of toasty oak, Te Awa's 2007 Chardonnay is at the same time surprisingly medium-bodied, with refined citrusy aromas and flavors at its core, cosseted by layers of vanilla and coconut. Try it with scallops or lobster, and let the long, citrusy finish play off the buttery sweetness of the shellfish. Drink now–2012.",30.0,90,9,0.9996874899342079
6278,Concha y Toro 2013 Marques de Casa Concha Chardonnay (Limarí Valley),"This opens with a blast of resiny oak, but airing calms things down, and ultimately the bouquet is round and full, with a mix of wood, vanilla and tropical fruit aromas. This is chalky, minerally and full in feel, accented by apple, pear, melon and spice flavors. Leftover oak and savory spice flavors dominate the finish.",23.0,89,9,0.9996874899342079
6313,Bodegas San Valero 2014 Particular Chardonnay (Cariñena),"Fleshy, unfocused aromas of apple and peach are a touch oxidized. This Chardonnay feels bland. Flavors of melon and peach lack tension and character, while there's not much flavor to the finish other than mild apple and some bitterness.",14.0,84,9,0.9996874899342079
6474,Thelema 2010 Sutherland Chardonnay (Elgin),"Notes of red apple, pear and a touch of sweet spice lead on the nose. It's balanced and refreshing, with apple skin and orange flavors on the palate that linger well onto the finish.",15.0,87,9,0.9996874899342079
6661,Hardys 2001 Tintara Chardonnay (Adelaide Hills),"A well-balanced and straightforward wine, the Tintara is medium-bodied and creamy in the mouth, with stone fruit and vanilla flavors. Butterscotch, and maybe some nuttiness, wraps it up on the finish.",15.0,86,9,0.9996874899342079
6676,Yering Station 2000 Chardonnay (Yarra Valley),"This medium-bodied Chard has some butterscotch notes on the nose, but thankfully lacks similarly overpowering flavors on the palate. Some citrus flavors accent the wine's peachy core; finishes a little watery.",20.0,85,9,0.9996874899342079
6723,Michel Torino 2006 Coleccion Chardonnay (Calchaquí Valley),"Aromas of sweet melon and honey suggest an innocuous quality that's confirmed on the palate, where basic apple and pear flavors come across a bit sweet. Finishes with some scour and a little harshness.",12.0,83,9,0.9996874899342079
6784,Cramele Recas 2008 Chardonnay (Recas),"An aromatic, fruity nose and balanced fruity/floral flavors recommend this elegant Chardonnay from Recas. Good minerality and acid and a lingering finish add to the appeal. Pair with poultry, pork.",8.0,85,9,0.9996874899342079
6814,La Palma 2002 Estate Bottled Chardonnay (Cachapoal Valley),"Pineapple and other tropical fruits comprise the simple, straightforward nose. Pear and tangerine flavors come across sharp, as does the finish. The wine is a bit edgy and lean on its own.",8.0,83,9,0.9996874899342079
6816,Guelbenzu 2002 Jardin Chardonnay (Colchagua Valley),"Anise and mineral add character to the aggressive, starchy nose. Flavors of ripe apple and mustard create a heavier-than-usual palate, although there's ample acidity to keep it more or less balanced. The finish is dry, with just a touch of citrus flavor. And at the very end it turns thin and rough.",9.0,83,9,0.9996874899342079
6822,Château Los Boldos 1999 CLB Reserve Chardonnay (Rapel Valley),"Pungent, grassy aromas seem off center for Chardonnay, while the mouthfeel is heavy and the flavors seem derived from overripe fruit. The finish is woody and has plenty of texture, but there's also a piercing bolt of acidity running through the middle.",14.0,82,9,0.9996874899342079
6905,De Bortoli 2007 Deen de Bortoli Vat 7 Chardonnay (South Eastern Australia),"This medium-bodied Chardonnay boasts a fair degree of complexity for its modest tariff: slightly toasty, nutty aromas lead into flavors of hazelnut, ripe peach and citrus. A solid effort.",13.0,86,9,0.9996874899342079
6980,Jardin 2012 Barrel Fermented Chardonnay (Stellenbosch),"Despite being barrel fermented, this attractive white manages to maintain a vivid vibrancy and freshness, with notes of fresh red apple, firm peach, pineapple core, green mango and clementine that are all infused with delicate hints of toasted oak and baking spice. Ample acidity lifts the medium-weight palate and rich melon, apple and toasted brioche flavors, leading into the long, lingering wood-spiced finish.",24.0,92,9,0.9996874899342079
6989,Vasse Felix 2013 Heytesbury Chardonnay (Margaret River),"This bottling is consistently among the best Margaret River Chardonnays, and the 2013 doesn't disappoint. Subtle notes of grilled peach and pineapple slices are carried by ample weight and richness on the midpalate, then gain focus and fold in citrus flavors on the long finish.",70.0,92,9,0.9996874899342079
7082,Chilcas 2012 Reserva Chardonnay (Maule Valley),"Largely neutral aromas touch on melon, peach and toast. This is smooth and melony on the palate, with flavors of bitter nut skins, melon, banana and papaya. A touch of bitterness rises up on the finish.",12.0,84,9,0.9996874899342079
7116,Chateau Burgozone 2014 Chardonnay (Danube River Plains),"A clean nose of lemon curd sets the scene for flavors of kumquat, green apple, ripe mango and lemon zest. Medium bodied on the palate, this wine offers a bright, crisp finish.",14.0,90,9,0.9996874899342079
7329,Lambert 2014 A Thousand Words Chardonnay (Barossa Valley),"Medium to full in weight and opulent in texture, this is a buttery creamy wine that reflects its South Australian origin. Broad and rich, it's a throwback to a previous generation's style of Chardonnay.",18.0,87,9,0.9996874899342079
7331,Lion-Gri 2006 Golden Land Dry Chardonnay (Moldova),"Straw-colored in the glass, this wine has aromas of white and yellow peach, with flavors of passion fruit and pineapple. It's amazing that it is more than 10 years old. The wine has good mouthfeel and is well balanced with a crisp, clean finish. Drink now or hold for a few years.",30.0,87,9,0.9996874899342079
7333,McWilliam's 2014 Cool Climate Chardonnay (Australia),"Slightly smoky grilled-toast aromas lead into a plump medium-bodied wine filled with flavors of yellow plum, tangerine and lime. It's not particularly zesty or linear in a true cool-climate fashion, but steers clear of ripe tropical fruit, ending on a gentle note of citrus pith. Drink now.",16.0,87,9,0.9996874899342079
7788,Torres 2012 Milmanda Chardonnay (Conca de Barberà),"Chunky stone-fruit aromas are ripe, mature and indicative that this Chardonnay is about to start fading. Heavy, honeyed flavors of nectarine and apple finish with a note of oxidation, mild barrel spice and just enough acidity to maintain balance. Drink now.",65.0,88,9,0.9996874899342079
7802,Rustenberg 2006 Five Soldiers Chardonnay (Stellenbosch),"Spicy, earthy, assertive…this wine has character. Toast, fruit, minerality and citrus on the palate gives it a fun feel, but the wine is seriously good. Excellent for seafood or more complex Asian cuisine.",38.0,88,9,0.9996874899342079
8245,San Elias 2011 Chardonnay (Central Valley),"Chunky on the bouquet, with soft apple and melony aromas. Feels fleshy, round and a bit chunky, with white pepper, fresh-picked asparagus and melony flavors. Feels just tangy enough on the finish. Well made for under $10.",9.0,86,9,0.9996874899342079
8247,Tololo 2011 Chardonnay (Curicó Valley),"Wet and citrusy smelling, with a touch of toasty oak. Good and medium-bodied on the palate, with decent acidity and balance. Tastes like spiced apple and melon, with vanilla and mild woodspice on the finish. Well done for under $10.",9.0,86,9,0.9996874899342079
8252,Domaines Barons de Rothschild (Lafite) 2011 Los Vascos Chardonnay (Colchagua Valley),"Airy and light on the nose, with citrus and tropical fruit aromas. Feels juicy, high in acidity and pointed, with tangy citrus flavors, particularly lime and lemon. Finishes tight, pithy and ultimately a touch bitter.",14.0,86,9,0.9996874899342079
8284,Nepenthe 2006 Unoaked Chardonnay (Adelaide Hills),"This wine nicely displays the fleshy pear, melon and citrus notes of unoaked Chard. It's plump and medium-bodied, with a clean, refreshing finish. What it isn't is particularly complex, but it will still go well with any number of seafood or chicken dishes this summer.",16.0,87,9,0.9996874899342079
8388,Pflüger 2013 Quarzit Chardonnay (Pfalz),"Tart white peach and plum notes are fresh and fragrant throughout this crisp, mineral-driven Chardonnay. It's satisfyingly plump in mouthfeel, yet vivacious and crisp on the finish. Drink now through 2016.",22.0,89,9,0.9996874899342079
8414,Schild Estate 2007 Unwooded Chardonnay (Barossa),"Marked by simple pineapple and citrus flavors, this plump, fleshy-textured Chard turns unexpectedly crisp and slighly metallic on the finish.",17.0,84,9,0.9996874899342079
8421,Marquee 2006 Signature Chardonnay (Yarra Valley),"Shows some rather lactic overtones to go with ample citrus and guava flavors. Medium-bodied, with a fresh, lemony finish.",15.0,83,9,0.9996874899342079
