,title,description,price,points,cluster_label,cosine_similarity,price_bin
75108,Alvaro Castro 2008 Pape Red (Dão),"Here is a powerful, dense wine, with modest alcohol— thanks to the Dão's mountain climate and granite soil. Pape is a top wine from Alvaro Castro made predominantly from Touriga Nacional. Perfumed, elegant and structured, with plenty of concentration, this is a wine for serious aging.",65.0,95,6,0.9960939822705477,above 40
63879,LTU 2008 Malbec (Uco Valley),"LTU is superconcentrated, black as night, minerally, rich and wonderfully balanced. The palate is wide but well structured, while flavors of toasty oak, peppercorn and stirring black fruit are delicious. Toasty, chocolaty and macho to the last drop. Drink now–2016.",65.0,94,6,0.9960939822705477,above 40
4503,Maurodos 2008 San Román  (Toro),"One of Spain's great full-force, modern-style wines, this excels despite the marginal 2008 vintage. It's open-knit and soft on the nose, with ladels of spice, graphite and black fruit aromas. It feels fresh, balanced and not overly tannic, with strapping blackberry, coffee, chocolate, spice and tobacco flavors all rolled into a fabulous whole. Licorice, espresso and amaro notes grace the padded finish. Drink now–2018.",70.0,95,6,0.9960939822705477,above 40
30265,Emmerich Knoll 2008 Ried Schütt Smaragd Riesling (Wachau),"This is one of the great Rieslings from the Wachau, a wonderful panoply of ripe, tropical fruit, pierced with flint, spice and minerality. It is rich and opulent, while never losing sight of the core tautness of a fine Riesling.",70.0,95,6,0.9960939822705477,above 40
66202,Lapostolle 2008 Clos Apalta Red (Colchagua Valley),"Clos Apalta, depending on your point of view, is arguably Chile's best wine. And this vintage is outstanding! Earth, minty spice, ripe berry, minerality and smoky aromas cover the bases. It's superbly structured, with a fine texture and depth. Tastes lush and complex, with blackberry, crème de cassis, fine herbs and tobacco. Finishes classy. Drink now through 2016.",90.0,95,6,0.9960939822705477,above 40
22594,John Duval Wines 2008 Eligo Shiraz (Barossa),"Duval used to make Grange, so it is no surprise that his current luxury Shiraz is so successful. The 2008 Eligo oozes with oaky sweetness—vanilla, maple syrup and brown sugar notes—but balances that with potent cassis fruit and somehow ends on dry, savory notes of tobacco and spice. Drink now-2018, although it could surprise and go longer.",100.0,94,6,0.9960939822705477,above 40
78486,Giaconda 2008 Warner Vineyard Shiraz (Victoria),"With only 10 cases imported to the U.S., one suspects that this terrific wine will largely be found in exclusive restaurants. If you can find a bottle at a reasonable markup, jump on it, for this is one of Victoria's finest Shirazes. Hickory smoke, espresso and herbal notes accent raspberry fruit, whose brightness gives the wine extra lift and dimension. It's creamy and lushly textured without ever seeming heavy, and boasts a long, silky finish that echoes with suggestions of cocoa powder and pulverized coffee beans. Drink now–2025.",100.0,94,6,0.9960939822705477,above 40
76424,Numanthia 2008 Termanthia  (Toro),"Lush and classy, with earthy blackberry, hard spice, chocolate and lemon peel aromas. The palate is a mile deep and tannic, but it's not too hard or mean, and it tastes fantastic, with ripe blackberry, chocolate, spice and toast flavors. Complex and masculine, with tobacco and woodspice on the finish. Drink from 2012 through 2016.",200.0,94,6,0.9960939822705477,above 40
37685,Casa Ferreirinha 2008 Barca-Velha Red (Douro),This is the latest release of what has long been regarded as Portugal's iconic wine. And it is magnificent. The last vintage was the 2004 and the wait has now shown to be worthwhile. With its immense span and breadth of flavors and rich structure it is a superb manifestation of the great vineyards of the Douro Superior. Big bold fruits and acidity are matched by the tannins and concentration. Hold this for many years or at least wait until 2022.,450.0,100,6,0.9960939822705477,above 40
68921,Penfolds 2008 Grange Shiraz (South Australia),"This has all the size and weight you've come to expect from Australia's most famous wine. Huge fruit and huge oak combine in a full-bodied, richly textured package that delivers waves of toasted coconut, vanilla and intense dark berries yet remains embryonic more than five years after the harvest. That said, the texture isn't quite as tight or as fine as some other vintages—expect this to be early maturing by Grange standards, and best from 2020–2040.",850.0,98,6,0.9960939822705477,above 40
